ProductId,ItemId,Brand,Category,ProductType,Colour,Material,ProductTitle,Image,ImageURL,MainImageId
89,B075YMN1WH,Stone & Beam,Chair,CHAIR,Hemp,Stone,"Amazon Brand - Stone & Beam Sophia Modern Dining Room Kitchen Table Accent Chairs, 36 Inch Height, Set of 2, Hemp",B075YMN1WH.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/4b/4b4952af.jpg,81TpJCU++jL
90,B00Q7OAI2I,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Spa Blue,Microfiber,"AmazonBasics Lightweight Super Soft Easy Care Microfiber Bed Sheet Set with 16"" Deep Pockets - King, Spa Blue",B00Q7OAI2I.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fb/fbeafab7.jpg,712GNrXeYGL
91,B00UYGOFNI,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,blue,Metal,Amazon CollectionSterling Silver Cushion Checkerboard Cut Created Blue Sapphire Pendant Necklace (8mm),B00UYGOFNI.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/41/417165b8.jpg,71SnMsTwc+L
92,B07B4GXZNW,Stone & Beam,Sofa,SOFA,Dark Grey,stone,"Amazon Brand - Stone & Beam Brandeberry Farmhouse Charles of London Sofa, 81""W, Dark Grey",B07B4GXZNW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e5/e5fafe6b.jpg,91YDSuqhZ5L
93,B07RD7LQVY,AmazonBasics,Home,HOME,Color Negro,Vidrio,"AmazonBasics - Marco de fotos de pared estilo galeria, 23 x 28 cm, con hueco de 13 x 18 cm, color negro, 2 unidades",B07RD7LQVY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/40/40888611.jpg,910DktdNduL
94,B0853X7GRS,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,multi-colored,Plastic,Amazon Brand - Solimo Designer Queen 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J7 Prime,B0853X7GRS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1a/1a7791fc.jpg,51n8XCvSefL
95,B07HSLQY4L,Rivet,Wall Art,WALL_ART,Unknown Color,canvas,"Amazon Brand - Rivet Contemporary Print with Gold Leaf Wall Art Decor on Canvas - 36 x 24 Inch, Blue and Gold",B07HSLQY4L.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/51/51ebd602.jpg,81BU4uoHRbL
96,B082PP13B5,UMI,Home,HOME,White,Stoff,Umi.Essentials 2 Stuck Osen Vorhange Transparent Osenschal Gardinen 245x140 cm Wei,B082PP13B5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5b/5b95d26d.jpg,71UTDnRTl5L
97,B07V9RL63N,Movian,Table,TABLE,Ecru,Engineered Wood,"Amazon Brand - Movian Ljungan, Shelf Storage Coffee Table, 120 x 60 x 40 cm, Walnut Effect",B07V9RL63N.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/41/4137a448.jpg,51dNO-JlSuL
98,B07YF8LKB9,Solefit,Shoes,SHOES,BLUE,Mesh,Solefit Men's Blue Running Shoes-8 UK (41 EU) (SLFT-1116),B07YF8LKB9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/85/854c3a5c.jpg,81uv6+8PL9L
99,B07B51JJMJ,Stone & Beam,Rug,RUG,"Light Gray, Beige",stone,"Amazon Brand - Stone & Beam Casual Plaid Area Rug, 5 x 8 Foot, Flatweave, Light Grey, Beige",B07B51JJMJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/22/22cb4ba6.jpg,910Q5OlEtuL
100,B07XB1GQHV,Flavia,Shoes,SHOES,Blue,Polyurethane,Flavia Women's Blue Fashion Slippers-9 UK (41 EU) (10 US) (FL130/BLU),B07XB1GQHV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/53/53f5c8a9.jpg,71vw4hr5KcL
101,B07WXJ91TS,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,multi-colored,Plastic,Amazon Brand - Solimo Designer Button Jeans Alphabet-I 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E7,B07WXJ91TS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/61/61c2af09.jpg,81wg-owEZ-L
102,B0851166Z5,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Cactus Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M31,B0851166Z5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/40/40c46b64.jpg,71vfzOCbcML
103,B073P23TQ9,Stone & Beam,Wall Art,WALL_ART,White,canvas,"Amazon Brand - Stone & Beam Modern Abstract Blue and Tan Ocean Print Wall Art on Canvas, 20"" x 24""",B073P23TQ9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3c/3c9abf81.jpg,81TUEpORjEL
104,B005GT0GNQ,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,blue,Metal,"Sterling Silver and 14k Yellow Gold Blue Topaz and Diamond-Accent Tear Drop Pendant Necklace, 18""",B005GT0GNQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/32/32ad31c1.jpg,71Z2hI4mY5L
105,B00EQ5HKNU,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Blu Bijou,Cotone,"Pinzon by Amazon Ultrasoft Spannbetttuch, Perkal, 160 x 200 x 20 cm - Bijou Blau",B00EQ5HKNU.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7ee2af13.jpg,912NCCQk49L
106,B07HSJXXZW,Rivet,Wall Art,WALL_ART,Unknown Color,canvas,"Amazon Brand - Rivet Contemporary Print with Sand Texture Wall Art Decor on Canvas - 24 x 24 Inch, Blue and Black",B07HSJXXZW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/de/ded902f1.jpg,9179gJmZI8L
107,B073NZSHVS,Rivet,Wall Art,WALL_ART,Multi,canvas,"Amazon Brand - Rivet Turquoise Blue and Gold Metallic Flower Duotone Photo Print Wall Art, 45"" x 30""",B073NZSHVS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/68/68de7fb9.jpg,91Ma2QBxGwL
108,B002QXM5NE,Unknown,Kitchen,KITCHEN,Brown,Wood,"Pinzon Italian Pasta Drying Rack, Wood",B002QXM5NE.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/de/de80b458.jpg,81j+sQreVOL
109,B08GKXNT26,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,Plastic,"Amazon Brand - Solimo 12-inch Wall Clock - Rustic (Silent Movement, Black Frame)",B08GKXNT26.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ce/ce88ed29.jpg,81136HOkmNL
110,B083M42HY1,AmazonBasics,Kitchen,KITCHEN,Others,Others,"(Renewed) AmazonBasics Stainless Steel Dinner Spoons with Round Edge, Set of 12",B083M42HY1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f5/f53edb85.jpg,51mzy9qnSsL
111,B01LXNLBDP,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,PEACOCK,Fine-other-material,"Silver-Plated Crystal Peacock Pendant Necklace, 18""",B01LXNLBDP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/df/dfd08b8e.jpg,81rbfyWcBlL
112,B07D2WLDTV,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Charcoal,100% Polyester,"AmazonBasics Soft Micromink Sherpa Blanket - Throw, Charcoal",B07D2WLDTV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/06/06cfc00c.jpg,81VMEFyllBL
113,B07DFHNB4Y,UMI,Home,HOME,Unknown Color,Polyester,Umi. by Amazon - Rideaux Doublure Occultant Isolants Thermique a Oeillets avec Couche de Mousse Rideau pour Chambre 2 Pieces 117x138cm Beige,B07DFHNB4Y.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/31/31306b55.jpg,61kfGnZgqjL
114,B07DP717GX,AmazonBasics,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,AmazonBasics,polyurethaan,"AmazonBasics Matrastopper hoge veerkracht schuim, zacht H2 - 180 x 200 x 6 cm",B07DP717GX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d6/d64ea7f9.jpg,61hfraWIYQL
115,B003S3RF1I,Pinzon by Amazon,Home,HOME,Multicolored,Cotton,"Pinzon 200-Thread Count Percale Printed Kids Butterfly, Full Sheet Set, Dots",B003S3RF1I.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/09/097a5951.jpg,810PLvA8POL
116,B0854D6TN5,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Solar System UV Printed Soft Back Case Mobile Cover for Huawei Honor 8C,B0854D6TN5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/12/1238d154.jpg,71t-nxahgOL
117,B00MHUWCD4,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Viola,Cotone,"Pinzon by Amazon Spannbetttuch, Jersey, Violett-meliert, 175 x 200 x 30 cm",B00MHUWCD4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8f/8f725d25.jpg,A1siFQancHL
118,B08GKZX5G1,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,Plastic,"Amazon Brand - Solimo 12-inch Wall Clock - Desginer (Silent Movement, Black Frame), SC-1041",B08GKZX5G1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/51/5194f22f.jpg,81vfQblSvTL
119,B081B21KGS,Amazon Basics,Kitchen,KITCHEN,Black,Unknown Material,"AmazonBasics - Freidora electrica (2 L), color negro",B081B21KGS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/35/3539ad86.jpg,81mJmlF1JXL
120,B01NB1NL72,206 Collective,Shoes,SHOES,Brown Leather,Leather,"Amazon Brand - 206 Collective Men's Pioneer Moc-Toe Lace-up Boot, Brown, 13.5 D US",B01NB1NL72.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/eb/ebd072f0.jpg,811e8nUYxZL
121,B07BHXKYF1,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Bianco,Tessuto,"AmazonBasics - Tende oscuranti avvolgibili, set con occhielli, 117 x 229 cm, Bianco",B07BHXKYF1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ff/ff31fc08.jpg,91diOMZdO9L
122,B00FXW7OG8,Amazon Collection,Finering,FINERING,Platinum Plated Silver,metal,"Platinum-Plated Sterling Silver Princess-Cut 3-Stone Ring made with Swarovski Zirconia (2 cttw), Size 7",B00FXW7OG8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/dd/dd483dc4.jpg,81kNISPFJ0L
123,B004RLU490,Amazon Collection,Fineearring,FINEEARRING,Red,Metal,"10k Yellow Gold Garnet and Diamond Drop Earrings (.02 cttw, I-J Color, 12-13 Clarity)",B004RLU490.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b1/b1a67207.jpg,71yQWvAenWL
124,B0835F6LBG,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Blush Blossom,Polyester,"AmazonBasics College Dorm Bed-in-a-Bag with Elastic Storage Pockets - Twin/Twin XL, Blush Blossom",B0835F6LBG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/4c/4cb4fdf3.jpg,71cgIwDEA2L
125,B07B4FZGW8,Stone & Beam,Chair,CHAIR,Dark Grey,stone,"Amazon Brand - Stone & Beam Brandeberry Farmhouse Charles of London Accent Chair, 38""W, Dark Grey",B07B4FZGW8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d7aeb412.jpg,91rdLX5+-pL
126,B081Q1Q9BF,Rivet,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Gris oscuro,Marco de madera,Rivet Ava - Otomano de mediados de siglo (renovado),B081Q1Q9BF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/62/629db9d0.jpg,81+6ssKmiXL
127,B07SJ748PN,Alkove,Table,TABLE,Cur de Hetre,Beech,"Marque Amazon - Alkove Hayes - Table basse a etagere, 70 x 70 x 45 cm, C-ur de hetre",B07SJ748PN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/16/16460a44.jpg,71DjN3roWxL
128,B07VMLGV1X,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Blu Scuro (Tessuto Sawana),Tela,"Amazon Brand - Movian Galga - Poggiapiedi, 53 x 53 x 42 cm (Lu x La x A), blu scuro (tessuto Sawana)",B07VMLGV1X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7c/7c595acb.jpg,81UqTzkO6YL
129,B07XTVQH2L,AmazonBasics,Chair,CHAIR,Grey,Tela,"AmazonBasics - Juego de 3 sillas deslizantes de acero para exteriores, color gris",B07XTVQH2L.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1d/1deb36e0.jpg,81LZMjyCX2L
130,B07HPNGPCS,Alkove,Sofa,SOFA,Grey,Leather,"Amazon Brand - Alkove Marlow Leather Sofa, 2 Seater Maxi, Grey",B07HPNGPCS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/40/40d6a5ed.jpg,712h7G0s9lL
131,B071J4VYGH,Rivet,Rug,RUG,Moss,"90% Polyethylene Terephthalate, 10% Viscose","Amazon Brand - Rivet Modern Wave Cosmopolitan Area Rug, 8 x 10 Foot, Moss",B071J4VYGH.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ae/ae0b2880.jpg,A18FZJl5vbL
132,B073P6HGK1,Rivet,Wall Art,WALL_ART,Multi,Wood,"Amazon Brand - Rivet Pink Tree Blossoms at the Villa Photo Print Wall Art, Gold Wood Frame, 30"" x 30""",B073P6HGK1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cb/cb176eb4.jpg,91xl5ckuL+L
133,B00MCK2UT0,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Yellow,Metal,"18k Yellow Gold Plated Sterling Silver Genuine Citrine and Diamond Accent Filigree Mandala Pendant Necklace, 18""",B00MCK2UT0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/39/398122f6.jpg,819AgzFaDkL
134,B07DT4Q8QP,Amazon Basics,Home Bed And Bath,HOME_BED_AND_BATH,Bright White,100% Polyester,"Amazon Basics Deluxe Microfiber Duvet Cover Set - King, Bright White",B07DT4Q8QP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/44/44ce7122.jpg,51zboj55JqL
135,B07B4YXRJ6,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Cream Herringbone Performance Beige,stone,"Amazon Brand - Stone & Beam Katama Slipcover King Headboard, 83""W, Cream Herringbone",B07B4YXRJ6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7a/7a7b400a.jpg,81iFooUzwPL
136,B07WX9CZHH,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,multi-colored,Plastic,Amazon Brand - Solimo Designer Abstract 3D Printed Hard Back Case Mobile Cover for Motorola Moto G2,B07WX9CZHH.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0d/0d97bb11.jpg,81lRHgQbFYL
137,B073P19T9D,Stone & Beam,Wall Art,WALL_ART,Multicolor,canvas,"Amazon Brand - Stone & Beam Abstract Red and Blue Print on Canvas Wall Art, Silver Frame, 31.75"" x 41.75""",B073P19T9D.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c4/c4020299.jpg,A1yAeny1KnL
138,B07YD3LCX1,AmazonBasics,Table,TABLE,Unknown Color,Melamine Board+metal tubes,"AmazonBasics Foldable Standing Computer Desk with Storage Shelf, Adjustable Height, Easy Assembly",B07YD3LCX1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/35/3595924e.jpg,61OnkGVhMWL
139,B089DHZVFD,Umi,Home,HOME,:5,Polyester,[Amazon] Umi.() 5(1L+2M+2S) T-////,B089DHZVFD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/82/82516a7e.jpg,71oFW87daHL
140,B07J2YB486,Rivet,Chair,CHAIR,Navy,Metal,"Amazon Brand - Rivet Willard Contemporary Accent Lounge Chair, 26""W, Navy",B07J2YB486.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/95/95482d8e.jpg,91OmrG5noqL
141,B073GC43L7,Stone & Beam,Chair,CHAIR,Sea Blue,Stone,"Amazon Brand - Stone & Beam Modern Sweeping Arm Accent Chair, 28""W, Sea Blue",B073GC43L7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b1/b105588b.jpg,A1MmobRVP3L
142,B07SHYXFTZ,Alkove,Sofa,SOFA,Bleu Marine,Tissu,"Marque Amazon - Alkove Elvas - Module repose-pieds haut pour canape modulaire, 40 x 93 cm, Bleu marine",B07SHYXFTZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/32/3265a77a.jpg,715wl0UM61L
143,B084XMW9JL,Amazon Brand - Solimo,Sofa,SOFA,Beige & Brown,Fabric,Amazon Brand - Solimo Houstan Fabric 3 Seater Sofa (Beige & Brown),B084XMW9JL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2c/2cc97ebe.jpg,91u8d6jdOKL
144,B07LH61RSL,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Gold,Synthetic Wood,"Amazon Brand - Solimo Collage Photo Frames, Set of 3, Wall Hanging (3 pcs - 8x10 inch), Golden",B07LH61RSL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ce/ceecbfa6.jpg,91bkTcRJEwL
145,B00NFSD1Z0,Amazon Collection,Fineearring,FINEEARRING,Placcato In Oro Rosa.,Placcato oro rosa-argento,"Orecchini a lobo in argento Sterling placcato oro o platino con zirconi Swarovski, taglio principessa,Placcato in oro rosa.",B00NFSD1Z0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/63/630acaa1.jpg,61v68+lP3eL
146,B07M6PKC6B,Ravenna Home,Table,TABLE,Gray/Rustic Honey Pine,Pine,"Amazon Brand - Ravenna Home Traditional Dining Table 29""H, Gray and Rustic Honey Pine",B07M6PKC6B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/02/022320e0.jpg,51OSHA9s8OL
147,B07BWM2CSV,Rivet,Sofa,SOFA,Saddle,metal,"Amazon Brand - Rivet Edgewest Modern Left-Facing Sofa Chaise Sectional, Leather, 115""W, Saddle",B07BWM2CSV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ef/ef670cf0.jpg,81B0DSf+1UL
148,B075YLKCN8,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Framed Rustic Appaloosa Horse Print II Wall Art Decor - 23 x 27 Inch, Warm Grey Barnwood",B075YLKCN8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/07/0740e9ce.jpg,A1pLn2T7Y+L
149,B07JK8CKL6,Movian,Chair,CHAIR,Blue,samt,Movian Up Round,B07JK8CKL6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/93/93151b2d.jpg,51KaRdfEvIL
150,B07B7BGYVB,Rivet,Chair,CHAIR,Grey,Metal frame with cotton fabric,"Amazon Brand - Rivet Ferry Modern Industrial Dining Room Kitchen Chairs, 36 Inch Height, Set of 2, Grey, Black Metal",B07B7BGYVB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/33/3390e796.jpg,91dhPdpOR9L
151,B07XCVB9LQ,Klepe,Shoes,SHOES,D.GREY,Mesh,Klepe Men's D.Grey Flyknit with Memory Foam Running Shoes-6 UK (40 EU) (7 US) (CS1-044/GRY),B07XCVB9LQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/61/61f2c923.jpg,81JsDNMdc0L
152,B0856B25KR,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Kitty with Glitter UV Printed Soft Back Case Mobile Cover for Oppo A7,B0856B25KR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/07/0736aa45.jpg,81eelE4ttNL
153,B082L1F4MS,AmazonBasics,Chair,CHAIR,Black,PVC,AmazonBasics High-Back Bonded Leather Executive Office Computer Desk Chair - Black,B082L1F4MS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/41/415dafb5.jpg,31IEX9ZO8sL
154,B002VPDZNG,Amazon Collection,Finering,FINERING,Amethyst,metal,"Sterling Silver Genuine African Amethyst Five Stone Bypass Ring, Size 6",B002VPDZNG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3a/3ad3dd1c.jpg,71Z91buVr7L
155,B07WN6G78F,Amazon Brand - Symbol,Shoes,SHOES,Olive,Synthetic,Amazon Brand - Symbol Men's Olive PU Formal Shoes - 9 UK (AZ-SY-433),B07WN6G78F.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/46/46ac2b61.jpg,814sQCT2PFL
156,B07QGFZW8H,Stone & Beam,Rug,RUG,Ivory/Dark Gray,wool,"Amazon Brand - Stone & Beam Contemporary Floral Medallion Wool Rug Runner, 2'6"" x 8', Grey on Ivory",B07QGFZW8H.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1c/1cfb465a.jpg,A1lSeCRKWsL
157,B07JQY76PJ,Stone & Beam,Chair,CHAIR,Saddle,Leather,"Amazon Brand - Stone & Beam Pinebrook Traditional Recliner, Leather, 39""W, Saddle",B07JQY76PJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a6/a635982c.jpg,91R7N+BagqL
158,B00MPM1FPA,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Blanco,100% cotton,"Pinzon by Amazon Spannbetttuch, agyptischer Baumwollsatin, 160 x 200 x 20 cm, Wei",B00MPM1FPA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1a/1ac00d1e.jpg,81R-aDJNDvL
159,B0857LPWKB,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Daddy's Girl and Mummy World UV Printed Soft Back Case Mobile Cover for Samsung Galaxy J2 Ace,B0857LPWKB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9c/9caff7fa.jpg,71Ml9aEmKAL
160,B014FKKGOK,Amazon Collection,Fineearring,FINEEARRING,White,metal,"10k White Gold Diamond Dangle Earrings (1/4cttw, I-J Color, I2-I3 Clarity)",B014FKKGOK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7d/7d719220.jpg,7177tPsma4L
161,B086T9X6WF,AmazonBasics,Kitchen,KITCHEN,White and Black,ABS,AmazonBasics Elite 750W Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar,B086T9X6WF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3f/3fc2cb1f.jpg,71h41mOnzQL
162,B07BHY68MP,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Beige,tela,"AmazonBasics - Juego de cortinas que no dejan pasar la luz, con ojales, 168 x 229 cm, Beige",B07BHY68MP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f6/f6ac4355.jpg,911bNBgl6QL
163,B07BWK7JWZ,Rivet,Sofa,SOFA,Saddle,Leather,"Amazon Brand - Rivet Edgewest Modern Right-Facing L-Shape Sectional, Leather, 116""W, Saddle",B07BWK7JWZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/248ccf56.jpg,81fH8Fo1T1L
164,B081HP6TXM,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,multi-colored,Plastic,Amazon Brand - Solimo Designer Heart Pattern Alphabet-M 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Note 10,B081HP6TXM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bf/bf7f6ac9.jpg,61qDLE3c93L
165,B013R5URG6,AmazonBasics,Kitchen,KITCHEN,Stainless Steel,Stainless Steel,"AmazonBasics brodrost, effekt: 850 W, borstat rostfritt stal Brodrost rostfritt stal",B013R5URG6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5c/5c27b5e9.jpg,61msK1hpo5L
166,B072PXBV7X,Stone & Beam,Rug,RUG,Black,stone,"Stone & Beam Modern Blooming Floral Rug, 8' x 10', Black",B072PXBV7X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5e/5e4dbff0.jpg,A1qqHePCn1L
167,B071FMT3R7,Rivet,Sofa,SOFA,Cognac,Leather,"Amazon Brand - Rivet Andrews Contemporary Top-Grain Leather Sofa, 67"" W, Cognac",B071FMT3R7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e0/e0bca329.jpg,91EP8fr-d0L
168,B07P7W7RVR,Amazon Brand - Solimo,Kitchen,KITCHEN,Black,Aluminium,"Amazon Brand - Solimo Hard Anodized Deep Kadhai with Induction Bottom and Glass Lid (22cm, 2.5 litres)",B07P7W7RVR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c0/c0d4858d.jpg,714zueDOYAL
169,B07R3CYRX5,Movian,Sofa,SOFA,donkergrijs,Schaumstoff,"Amazon Brand - Movian Scutari - 3 Seater Sofa Bed, 182 x 83 x 81, Dark Grey",B07R3CYRX5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/09/09a46f1c.jpg,81MYrhVCjLL
170,B074KK384G,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Coffee,wool,"Amazon Brand - Stone & Beam Contemporary Interlocking Rings Wool Area Rug, 8 x 11 Foot, Coffee",B074KK384G.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/57/5777f8e5.jpg,A1QlKgOR-9L
171,B00EQ5GY3C,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Blu Cielo,Cotone,"Pinzon by Amazon Ultrasoft Spannbetttuch, Perkal, 183 x 200 x 38 cm - Himmelblau",B00EQ5GY3C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d0/d030768a.jpg,811EORq9BlL
172,B07P5LN3D6,Stone & Beam,Chair,CHAIR,Dove,Textile,"Amazon Brand - Stone & Beam Charles Classic Oversized Upholstered Chair, 39"" W, Dove",B07P5LN3D6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a9/a96b3b8a.jpg,717vPUMc3cL
